,Unnamed: 0,id,date,text,STANCE,OPINION,POL
699,726,5caf9236884ce47dce5874d3,Thu Apr 11 18:15:13 +0000 2019,This is TMC candidate film star Mimi Chakraborty for Jadapur Constituency. \nIsn't she pretty??\n\nWhat's she wearing??? Gloves!!\nWhy Madam??\nDon't want people to touch you when you go begging for votes!!!\nSo this is how TMC treats it's voters. \nAs UNTOUCHABLES. !!\n\n#NaMoForNewIndia https://t.co/ZzlBNdUoFb,0,1,0
700,727,5caf968a884ce47dce58880f,Thu Apr 11 19:32:33 +0000 2019,UPA left over 6.5 Bn USD oil bonds loan. This was cleared by BJP NDA led by PM Modiji. This is big task by BJP NDA while addressing IAF/army concerns for Rafale fighter jets/M777/K9 vajra howitzers. Kept fiscal deficit to 4% which is 10% in UPA time till2014 #vote4Modi @BJP4India,1,1,1
701,728,5caf979d884ce47dce588ded,Wed Apr 03 05:36:45 +0000 2019,"Yesterday i went for a college trip to agra ...i was the only single muslim student out of the 55 students.\nWe had 4 faculty members out of which 2 were male members ...the students got drunk that they started doing shitty things and they made me their target,",0,1,0
702,729,5caf9ca8884ce47dce58a48f,Thu Apr 11 19:38:41 +0000 2019,"Do remember, neither #TMC nor other regional parties going to form govt alone, TMC not even contesting in 272 seats!\nDo u know,  How many parties, leaving BJP, will win more than 40 seats? NONE! Hence apart from Congress NO party will be able to cross 40 seats.\n\n(2/3) https://t.co/l6f4J9I2df",0,0,0
703,730,5caf9d16884ce47dce58a719,Thu Apr 11 19:39:38 +0000 2019,"@sagarikaghose @ncbn it ws frustrating seeing EC fail so badly but 1 thing that gave hope,happiness n pride was all women voters mostly rural areas standing in Q's 4m aftrn/eve till 9/10pm saying dey will not leave without voting.#womenpower\n400 polling ",0,1,0
704,731,5caf9e74884ce47dce58acf2,Thu Apr 11 19:41:00 +0000 2019,Elections are here\nDon't forget to question yourself that to whome you are going to vote and why ? Whatever the answer is your nation should be the first priority. Be aware it is about INDIA (The Great India) something very important rather than our own bloody benefits #jaihind,0,1,0
705,732,5cafa029884ce47dce58b65c,Thu Apr 11 18:54:34 +0000 2019,Once upon a time a time during an election season\n\nGrandad to Grandmom : Press the hammer and sickle without fail\nGM : Ok\nI took her up to the polling machine. She pressed ladder without thinking even twice \nMe : Whaaa\nGM : Shhhh Don't Tell your Grandfather.\n\n#ElectionTales,0,1,0
706,733,5cafa25a884ce47dce58bdff,Wed Apr 10 17:38:40 +0000 2019,"Request Country Vote above Caste/Religion &amp; make sure Who can Provide Us Kaam,Daam,Sushashan,Swabhiman &amp; Samman,&amp; at the same time maintain Nonviolent Environment.\n Jai Hind Vandemataram\nLove &amp; Regards-\n#Rajeev_Sinha\n(Working President)\nBurrabazar District Congress Committee https://t.co/vYZebniuH1",0,1,0
707,734,5cafa3bc884ce47dce58bfa0,Thu Apr 11 20:29:29 +0000 2019,"The josh of exuberant first time voters across India is high. They are not only excited to cast their first vote but also make it count!\n\nThey are singing in unison.\n\nMy first vote to the one, one and only one who has got everything done\n \nJoin them.  #MyFirstVoteForModi",1,1,1
708,735,5cafa4c4884ce47dce58c324,Thu Apr 11 09:10:09 +0000 2019,"Vote for whoever you wish. Support the party of your choice - afterall it is a democracy. Tweet against whoever you wish and share your thoughts. But..that's where the politics in your life should end. When you meet someone, meet with warmth and open arms. #IndiaElections2019",0,1,0
709,736,5cafa64d884ce47dce58c9c4,Thu Apr 11 20:34:44 +0000 2019,"@ShashiTharoor @INCIndia Vote for #ModiOnceMore .\nIf you want to convert whole India into Kashmir, you can vote 4 INC. \nYour one vote will decide the future of your coming generations. Voting INC means your daughter will live like a Penguin. If you do n",0,1,0
710,737,5cafa7b9884ce47dce58d01b,Thu Apr 11 20:36:37 +0000 2019,"@MehboobaMufti You are trying to say that the BSF jawan is supporting BJP. A jawan who protects us is supporting BJP, then we must support. relax mam, that jawan can die to protect you and you are spreading fake news against Modi sitting comfortably in yo",1,1,1
711,738,5cafacf0884ce47dce58e796,Thu Apr 04 14:16:06 +0000 2019,"Under Modi, the rich is getting richer &amp; the poor is facing his all time low. Only the unabatting spirit of Congress can now save the country from dooming into the hands of crony capitalists who are aided by not so surprisingly, Modi Government! \n\n#KPCC @KPCCKarnataka #Congress",2,1,2
712,739,5cafc453884ce47dce5953c2,Thu Apr 11 21:22:45 +0000 2019,"Close to 3 decades ago there was a committed RSS man, Strategist, Slogan Creator and Superb Orator mentioned in India Today cover page\nIn 2005, a colleague of mine thought BJP is goner because the old guard was old with no new faces,I said watch out for Modi \n\n#Modi1991 https://t.co/SqMktARspa",0,0,0
713,740,5cafc712884ce47dce595939,Thu Apr 11 16:04:11 +0000 2019,"#Secular India*#Brand West Bengal*\nEC claims 'fair&amp;peaceful' 1st phase poll in WB!At Cooch Behar,TMC goons tried to hurt LF candidate Govinda Roy,smashed His car while He opposed TMC's Vote-loot.Left Front demanded repolling in all booths where only Mamata B' police was deployed. https://t.co/SBUY5HfAPf",1,1,1
714,741,5cafcc26884ce47dce597520,Thu Apr 11 10:44:34 +0000 2019,"@JhaSanjay The Sniper thought for a moment: Oh wait what am I doing, I wish for a #CongressMuktBharat and my bullet will shatter that dream. I dont want to save congress. \nDont worry MHA he has no threat for his life. People who hate congress party will ",1,1,1
715,742,5cafd060884ce47dce5989f7,Thu Apr 11 23:18:31 +0000 2019,#NoMoreModi \nThe Kid has no write  to talk about Job Creation.\nRobbed a poor Widow and Grabbed the Seat.\nHis Boss Modi robbed HAL and gave the Job to AA.\nModi promised  but promoted Pakado &amp; Chowikdar Jobs.\nI hope Silly-Corn Valley Graduates are not than Silly they have Brains.,2,1,2
716,743,5cafd291884ce47dce599745,Thu Apr 11 23:23:31 +0000 2019,@ashoswai For over 5 yrs Modi deluded his people by into believing that he was going to isolate Pakistan before smashing it off the face of the earth blah blah\n\nReality check:India stands disgraced &amp; humiliated today with modis warmongering become a,2,1,2
717,744,5cafd936884ce47dce59b995,Thu Apr 11 23:36:30 +0000 2019,"@girishalva #youth of hyd thought this was their day to enjoy their fav paradise or Hyderabadi house biryani ? This is really not done , #youth shape the country , vote so that you have right to complain /compliment the Govt #urban youth blore come out &a",0,1,0
718,745,5cafdbea884ce47dce59c6cb,Wed Apr 10 06:13:00 +0000 2019,"Supreme Court has admitted all files that show corruption in #RafaleDeal\n\nThis is a huge setback to Modi. One day before polling starts, #RafaleScam to be probed\n\nMeanwhile Arnab and other Modi chamchas in paid media are discussing Vivek Oberoi, Samsung phones, Shah Rukh &amp; Dhoni! https://t.co/kuyoGoQqpv",2,1,2
719,746,5cafdd23884ce47dce59cd29,Fri Apr 12 00:30:20 +0000 2019,"#JaagoIndia Evenif you can't see &amp; understand the motive of enemies of India (enemies within and outside India) then pls go and vote for BJP and let whole world know how stupid we Indians are who despite seeing that v r on path of destruction, r stil fail to ponder &amp; elect wisely https://t.co/zrJCIIS1rc",1,1,1
720,747,5cafe357884ce47dce59ed11,Fri Apr 12 00:39:30 +0000 2019,"@LaliGanguli @onlyonenetra People are following our elections, local friends asked me if Im going to vote &amp; if yes who will I vote.They then say you guys are getting #strong,building relations across globe.If NaMo is back nothing can stop our nation t",1,1,1
721,748,5cafe3a8884ce47dce59ee82,Thu Apr 11 15:12:48 +0000 2019,"Januwine koshchen\n\nRahul, Priyanka and Sonia went with their entire family to file the nomination papers. \n\nSmriti Irani went with Ajay Singh Bisht.\n\nDidn't she have a husband and 2 kids? Have they disowned her? Why do Sanghis never have family unless it's corrupt?\n\n#JustAsking",2,0,0
722,749,5ce2f54d884ce40b80b91cd8,Mon May 20 18:42:49 +0000 2019,"Please don't bash me for this.\nIsn't it ironic that @one_by_two changed his name from Atul Khatri to Chowkidar Atul Khatri just after #ExitPolls and now he is just praising #BJP  \n\nEven though I disagreed with you @one_by_two I respected you for your views, but now I don't know",2,0,0
723,750,5ce2f91b884ce40b80b924aa,Mon May 20 18:58:59 +0000 2019,"The right time to raise hue and cry on #EVM was after the recent assembly polls when Congress won 3 states. You had the moral high ground then. Protest, threat of vote boycott all strategies could be taken. Now after exitpoll its all futile.",1,1,1
724,751,5ce2fa57884ce40b80b92816,Mon May 20 16:45:31 +0000 2019,"When the elections are done and dusted, the role of the mainstream media should come under scanner: one news channel carried same PM iview on every voting day even while voting was on while Opposition was totally invisible on some channels! No level playing field at all!",2,0,0
725,752,5ce2fd84884ce40b80b93137,Mon May 20 19:18:08 +0000 2019,@Ish_Bhandari @republic @salman7khurshid @narendramodi @Swamy39 @ShekharGupta @KapilSibal @JaiveerShergill @muglikar_ @BDUTT @PChidambaram_IN @MamataOfficial @arunjaitley @PMOIndia @Jairam_Ramesh @Shehzad_Ind @AnandSharmaINC @20 @ShashiTharoor @AIMPLB_Off,0,1,0
726,753,5ce2fe2d884ce40b80b9331b,Mon May 20 18:53:53 +0000 2019,"Visuals and claims of sudden movement of EVMs observed across the north India! Why is it so? Who is transporting these EVMs &amp; Why? What is purpose and objective of this exercise? In order to avoid any confusion &amp; misconception, Election Commission must issue a statement ASAP.",0,1,0
727,754,5ce2febb884ce40b80b9348c,Mon May 20 19:23:33 +0000 2019,"*BIP after losing MP, Chattisgarh and Rajasthan*\n\nAccepted the result, changed booth workers and Modi personally asked them to work better next time.\n\n*Congress after losing Exit polls*\n\nCalled EC Modis agent, already questioning EVMs and is ready to challenge the verdict.\n#EVM",1,1,1
728,755,5ce2feed884ce40b80b9351a,Mon May 20 19:24:24 +0000 2019,"I expect BJP as the largest party and NDA as greater alliance than UPA by number of MPs, but 300+ MPs for NDA is too high for an exit poll to predict without substantial explanation or experience in the field. Rise in share market indices also suggest the same #ExitPoll #NDA #BJP",1,1,1
729,756,5ce2ff2e884ce40b80b935bf,Mon May 20 19:25:27 +0000 2019,"What does Exit Poll Agencies stand to lose if they predict wrong? Virtually nothing! They are not fined for wrong predictions. \n\nWhatever may be outcome, they bag TRP for 3-4 days before Election Results. Only Stock Markets or the ones betting on it stand to gain! \n\n#ExitPoll2019",0,1,0
730,757,5ce3000a884ce40b80b93801,Mon May 20 19:29:03 +0000 2019,"Based upon exit polls,once again Modi govt. is likely to come into power and forms a stable govt. Also Sensex Nifty scale record closing highs on BJPs likely victory today.This shows a clean reflection of a strong economic growth of India in coming yrs. \n#ModiAgain\n#ExitPoll2019 https://t.co/UWnt0fwjs8",1,1,1
731,758,5ce30079884ce40b80b9392d,Mon May 20 19:30:51 +0000 2019,@FarahKhanAli Do u think sensitive things like #EVM's  will be kept like this ?? Atleast u look like literate person.. Do use ur brain sometimes without jumping on fake tweet like this. \nThis are reseved #EVM used as Back up in case of any failure.. Yes ,0,1,0
732,759,5ce300d4884ce40b80b93a38,Sat May 18 04:06:46 +0000 2019,This foreign TV channel is telling exactly the same thing which I have been raising since last 4 months . Modi Shah plan to change EVMs from strong rooms is a criminal act &amp; must be averted at any cost or India will no longer remain a democratic country claims this TV channel. https://t.co/UWfmmqyefD,2,1,2
733,760,5ce302cd884ce40b80b93eaa,Mon May 20 11:39:29 +0000 2019,"Idea for my next novel: Ruling party captures Election Commission,thereby gaining access to EVMs,&amp; then fixes exit polls to inflate numbers &amp; thus provide cover for stolen seats via captured EVMs. Purely fictional scenario. Any resemblance to actual events is purely coincidental!",2,0,0
734,761,5ce303c2884ce40b80b940c2,Mon May 20 19:44:59 +0000 2019,.@ncbn U claim yrself Technology oriented&gt; Why dont U hire a Cyber Security firm from you contacts in US &amp; catch red hand the manipulation of EVMs &amp; their digital data. Those Manipulating the data can aslo detect the source &amp; identity &amp; location of Manipulators\n#ExitPoll2019,0,1,0
735,762,5ce30774884ce40b80b947d8,Mon May 20 06:55:30 +0000 2019,"@HartoshSinghBal As a political outfit, the INC has simply refused to be saddled with the aspirations of minorities, liberals and sundry BJP baiters and tried to create a space for itself between the BJP and the rest of the opposition. The party is likely",2,0,0
736,763,5ce307e9884ce40b80b94892,Mon May 20 20:02:44 +0000 2019,@sankrant @sharmarekha @NCWIndia @vivekoberoi From the time they all saw the #ExitPoll2019 they became silent on twitter.\n\nTweeter was peaceful from their pseudo intellect but suddenly they got this topic of Vivek Oberoi and they started again.\n\nI bel,0,0,0
737,764,5ce30d5e884ce40b80b9507d,Mon May 20 20:10:17 +0000 2019,"@priyankagandhi sends an audio message to the party workers. Says they should not lose hope after Exit polls. ""Exit polls being spread to break your spirit."" She also askes them to be alert and remain outside the strong rooms where votes are counted on #E",2,1,2
738,765,5ce312f2884ce40b80b95736,Mon May 20 20:49:49 +0000 2019,"Numerous exit poll results are invading the news space by so-called election result experts. On each TV channel, they will sit for hours and give Gyan to the public as  soothsayers .This farce will continue till May 23. Enjoy the drama. Think before you Believe\n#ExitPoll2019",0,0,0
739,766,5ce31393884ce40b80b957ce,Mon May 20 20:52:30 +0000 2019,"After Election result, if Opposition question on #EVM, understand that ruling-opposition both are fooling citizen on every elections.\nIn this #EVM scandle ruling has no problem and opposition are ""silent"" then why are we wasting our data pack for post and quarrel on social media?",0,0,0
740,767,5ce31491884ce40b80b958e1,Mon May 20 20:56:43 +0000 2019,"""Numerous exit poll results are invading our minds by so-called election result experts. On each TV channel, they  sit for hours &amp; give Gyan to the public as  soothsayers.This farce will continue till May 23. Enjoy the drama.Think before you Believe"" -@NH_India\n#ExitPoll2019",0,0,0
741,768,5ce317f6884ce40b80b95c51,Sun May 19 16:49:15 +0000 2019,@smitaprakash smthn tlln me nw opposition wil make something up jus before the elections to show how BJP manipulated the #ExitPolls and will also try to show BJP is trying to manipulate the EVMs before elections. The lutyens media obviously taking it ahea,2,1,2
742,769,5ce31ae7884ce40b80b95ec9,Mon May 20 21:23:46 +0000 2019,@chander_sathish If you are so confident about #ExitPolls then why dont' you accept the challenge. I say BJP by itself will be way short of 200 mark and if I am proven wrong then I will donate Rs.1000 plus Rs.1500 for every seat above 200 that BJP wins to,1,1,1
743,770,5ce31d01884ce40b80b96067,Mon May 20 21:32:44 +0000 2019,Ok\nNow that the petulance over the #ElectionResults2019 has died down here let's get back into the things that really matter in life?\n\nThat's the ownership of our @AFL \n\nWe need to send a message this administration is mocking our great game &amp; it's become a farce #boycottafl,0,1,0
744,771,5ce31dbc884ce40b80b960ee,Mon May 20 21:35:49 +0000 2019,"~ Produce extra EVMs and lose them\n~ Program lost EVMs with the same parties but punch votes to your own party\n~ Replace certain % of actual EVMs with some missing ones\n~ No need to hack\n\nIn a country, where even #VivekOberoi is a Star, no #EVMHacking required, to win elections. https://t.co/rfc5gxcC88",0,1,0
745,772,5ce3244a884ce40b80b96561,Mon May 20 22:03:20 +0000 2019,By now thermal printouts from first two phases got erased anyway .. how long does your grocery/atm slips remain visible?\n\nElection has to be cancelled. Another fresh election with ballots will still be cheaper for the country than another Modiraj for five years.\n\n@ArvindKejriwal,2,1,2
746,773,5ce3255f884ce40b80b96636,Mon May 20 22:08:25 +0000 2019,"The election has passed. It wasnt a great result for many. Shows many are scared to speak aloud atm. Labors agenda was to attract limbs and forgot about the backbone. Lets move on. So many ""F-You\'s"" going on, the left forgets about equal rights in elections #ElectionResults2019",0,0,0
747,774,5ce3258f884ce40b80b9665e,Mon May 20 22:09:14 +0000 2019,#ExitPoll2019\n1998\nBJP+\nAverage:234\nActual :252 (+18)\n\n1999\nBjp+\nAverage :332\nActual :296(-36)\n\n2004\nBjp+\nAverage 266\nActual 189(-77)\n\n2009\nBjp+\nAverage 185\nActual 159(-26)\n\n2014\nBjp+\nAverage:284\nActual :336(+52)\n\n2019\nBjp+\nAverage: 300 (of 12 polls) \nActual:??\n\nCan u Crack it?,0,1,0
748,775,5ce3268f884ce40b80b96730,Mon May 20 22:13:29 +0000 2019,#ExitPoll2019\n1998\nBJP+\nAverage:234\nActual :252 (+18)\n\n1999\nBjp+\nAverage :332\nActual :296(-36)\n\n2004\nBjp+\nAverage 266\nActual 189(-77)\n\n2009\nBjp+\nAverage 185\nActual 159(-26)\n\n2014\nBjp+\nAverage:284\nActual :336(+52)\n\n2019\nBjp+\nAverage: 304 (of 10 polls) \nActual:??\n\nCan u Crack it? https://t.co/qqmuU9l6rM,0,1,0
749,776,5ce336a7884ce40b80b97317,Mon May 20 23:22:10 +0000 2019,We fight elections for almost 2 months\nWe can wait for another 1 to 1and half days for results.\nTally all the #VVPAT machines.\nIts actually your duty and our right\n\nWhen #EVM both used/unused should be deposited immediately\nHow are they being found in some trucks/rooms\n@ECISVEEP,0,1,0
750,777,5ce33bb2884ce40b80b97743,Mon May 20 23:40:57 +0000 2019,"@throwcurrupt Send your documents to NaMo. \n\nIf you had the brain to understand why, in the diagram, Strong Room and Counting Center are drawn separately, you wouldn't have commented in the first place. \n\nGiven your understanding of #EVMs and #EVMHack",0,0,0
751,778,5ce33bca884ce40b80b97758,Mon May 20 22:51:01 +0000 2019,@mesushovan instead making fool self and other. counting and strong room are at same place.  i am telling this because i have worked as election supervisor. instead of creating fake news u need to concentrate at your home. one day india might need some st,0,1,0
752,779,5ce33ffe884ce40b80b97baf,Mon May 20 19:38:08 +0000 2019,"I'm the last person who would believe in the EVM manipulation theory but looking at the reports coming from various parts of India with video evidence combined with the fact that there has been an unexplained gap of 4 days between election and counting day, it looks very dodgy.",0,0,0
753,780,5ce34681884ce40b80b98339,Tue May 21 00:29:47 +0000 2019,"I have a question to all those loonies saying that the #ExitPoll2019 was to create a fake imaginative picture for Modi n BJP\nMorons, how does a 4-day make any difference? If according to you he's gonna loose, what will he do with a 4-day fame story?\nWake up, grow up!! Loonies",0,0,0
754,781,5ce34737884ce40b80b98428,Fri May 17 12:22:26 +0000 2019,"PM came, PM saw, PM left. Now they will shout from the rooftops that nobody can say the supreme leader didn\'t address a ""press conference"" as PM! It was timed so well by Saheb\'s trusted lieutenant that the scribes didn\'t get any time for asking questions! #ModiFlopPressConference",2,0,0
755,782,5ce347bf884ce40b80b984ec,Mon May 20 17:40:18 +0000 2019,"#ExitPoll2019 What is the point of news channels conducting Exit Polls, giving BJP plus 300 plus and then inviting opposition  party panelists to say all those numbers are fake , BJP to face miserable defeat etc ! Make sure Only  leading party spokesperson alone  talks!",0,0,0
756,783,5ce34d34884ce40b80b98d1d,Mon May 20 23:53:29 +0000 2019,"@mesushovan Each EVM has an identification number just like IMEI number which can't be changed and the record of every EVM used at booth is stored in a well documented form.\nWhen the votes are counted, that's how you identify about which EVM belong to wh",0,1,0
757,784,5ce34e41884ce40b80b98efd,Tue May 21 01:02:51 +0000 2019,"@TheQuint @ReallySwara All larceners comin togthr, what is the use of all this drama if they don't trust @ECISVEEP Did BJP do such drama whn they lost in MP, Raj &amp; Chat? Congress have been wining for 60 years, no drama from BJP. Just accept the defeat",1,1,1
758,785,5ce34f73884ce40b80b99122,Tue May 21 01:07:57 +0000 2019,#EVMHacking\n\nEVM hacking is part of BJP campaign to win elections.\n\nIt is core secret like demonetization where only 4 knows how they do.\n\nWith help of international hackers and NRIs in software they succeed.\n\nLike all other policy failure of BJP we all pray for hacking failure.,2,0,0
759,786,5ce3508a884ce40b80b9930f,Tue May 21 01:12:36 +0000 2019,"I don't know who will win on May 23, but I can clearly see how opposition is playing a dirty game, BJP lost 3 state elections 6 months ago, they have lost 12 states after 2014, so #EVMHacking only when they are losing, why not accept the mandate given by people?",1,1,1
760,787,5ce354ad884ce40b80b99b0e,Mon May 20 08:32:22 +0000 2019,"Modi again and again\n#DeshKaGauravModi\nFor taking India out of one of the darkest decades in its history under Congress. It is with Modi govt's laws &amp; reforms like IBC, transparent spectrum auction, etc greater accountability &amp; transparency has been brought.    \nvia NaMo App",1,1,1
761,788,5ce354be884ce40b80b99b36,Tue May 21 01:30:32 +0000 2019,"I don't understand the intellectual level of librandus ,they are saying that the EVMs have been hacked but EVMs not  played part in exit polls. The exit polls are based on peoples reaction how can on suppose to hack someone's mind.p pappu's like #EVMHacking #RajivGandhi https://t.co/IKhZQBAgqR",0,1,0
762,789,5ce35a67884ce40b80b9a778,Tue May 21 01:54:39 +0000 2019,"The machines are taken to booths on Poll day by your Dad's, Brothers. They conduct the poll (albeit issues like Repoll, Void) and Close it and Seal it. The candidates agents sign on the seal. machined are returned to strong Rooms and sealed by Party representative.  \n#EVMHacking",0,0,0
763,790,5ce35ddb884ce40b80b9b0b3,Tue May 21 02:09:24 +0000 2019,Candidates are given 247 live footage of EVM String Rooms. Guarded by their agents. They seal and they ensure it on counting table. One Counting agent knows more then all of you retweeting #EVMHacking \nThat's why they cry &amp; cry but when asked to bring issues go hiding from #ECI,0,0,0
764,791,5ce35ecf884ce40b80b9b385,Tue May 21 02:13:28 +0000 2019,"#EVMHacking EVM has been brought by Congress govt and remain continue ten years in government before Modi government. So Congress  understand better than others about EVM like:it's loop-pole, it's technology and about it's hacking. So Congress should give a demo about EVM hacking",1,1,1
765,792,5ce35fb5884ce40b80b9b5d1,Tue May 21 02:17:17 +0000 2019,"@TweeTopper @ECISVEEP The current allegation is not #EVM hacked, they are saying that the #EVMs are replaced. They are saying the #EVMs that were used in polling were not used for counting, some other #EVMs which were manipulated was used for counting.\n\",0,0,0
766,793,5ce36075884ce40b80b9b7e4,Tue May 21 02:20:32 +0000 2019,"What is imp here cos of which this is trending? Wasnt this the only expected behaviour from bandhan parties? Someone show Mamata how TMC openly looted the pooling booths, where is Pappu now saying people are with congress and chowkidar Chor hain after exit poll #EVMHacking",0,1,0
767,794,5ce36203884ce40b80b9bbbe,Tue May 21 02:20:27 +0000 2019,"The point is to let EC realise that citizens know too!\nTo remind @ECISVEEP of the public gaze on it, Indian &amp; International.\n\nToo many reports of too many vehicles, near strong rooms, loaded with suspicious #EVMs, across states! #EC needs to to tell us whats going on, how &amp; why? https://t.co/G4sCh2Dzug",2,0,0
768,795,5ce36358884ce40b80b9beda,Tue May 21 02:32:22 +0000 2019,"Me &amp; my wife had VOTED for MODI for his ROBUST work for EXPLOITED i.e. HARD WORKERS called POOR in this COUNTRY &amp; ARMYMEN too. Middle class too are comforted with TAX SOPs besides HEFTY educational scholarships &amp; rich too. From people point of view, MODI scored 100%.  #EVMHacking",1,1,1
769,796,5ce36387884ce40b80b9bf48,Tue May 21 02:32:57 +0000 2019,"This country has accepted dynast rule since independence. Democracy never won repeatedly since then. Modi has destroyed the dynast culture which is great threat to Gandhi/Vadra. if the same trend keeps repeating, then I will settle down in Italy claims Rahul Gandhi #EvmHacking https://t.co/NXEt1Rkd1r",1,1,1
770,797,5ce364b4884ce40b80b9c1b8,Tue May 21 02:37:43 +0000 2019,@sardesairajdeep So you are saying that people saw that 'news' channel more than any other channel and decided to vote for Modi only after seeing a particular Modi view? Seriously?\n\nIt seems #ExitPoll2019 have fused your mind also. Looking dumber than e,1,1,1
771,798,5ce3651b884ce40b80b9c26e,Tue May 21 02:39:25 +0000 2019,"Remember BHARAT is INDEPENDENT under BJP only as they have worked for all. Development for all, Appeasement for None is strictly maintained &amp; in fact, MULSIMS have benefited most from MODI schemes being POOR doing MENIAL jobs having low wages. Have they voted for MODI #EVMHacking",1,1,1
772,799,5ce365dd884ce40b80b9c470,Tue May 21 02:43:29 +0000 2019,Now the opposition which is frustarted after #ExitPoll2019 are making videos of these EVM and trying to spread lie that the EVM machines are being changed . My dear Piddi leaders and media men if as per u Modi Shah can hack the EVM and win election why they will change it ! #BJP,1,1,1
773,800,5ce36633884ce40b80b9c557,Tue May 21 02:44:39 +0000 2019,"~ Produce extra EVMs and lose them\n~ Program lost EVMs with the same parties but punch votes to your own party\n~ Replace certain % of actual EVMs with some missing ones\n~ No need to hack\n\nIn a country, where even #VivekOberoi is a Star, no #EVMHacking required, to win elections. https://t.co/0Hdcywiawd",2,0,0
774,801,5ce36678884ce40b80b9c609,Tue May 21 02:46:08 +0000 2019,"It's not just #EVMHacking did u know: the VVPAT slip belongs to machine A or B can't be told by the common man. Each EVM has a number, why can't it print out the slip with that number?\nCan EC tell us where are the previous VVPAT slips? \nInk on  the VVPAT dries!!",0,1,0
775,802,5ce36678884ce40b80b9c60a,Tue May 21 02:46:09 +0000 2019,"Can EC tell us how many people are contracted to handle the EVM machines ? How many from private sector ? What are their backgrounds ?\nDoes EC have a background of previous people who worked with EVMs , where are they post retirement ? Any political party \n#EVMHacking",0,1,0
776,803,5ce366eb884ce40b80b9c7a4,Tue May 21 02:48:01 +0000 2019,"Not sure what's the truth in this political season. But if it's true, you must appreciate the truth they were telling thay they actually never did #EVMHacking  \n\nWhat they did is #EVM Replacement\n\n\n\nMORAL: If you can't win the game, Change the game...",0,1,0
777,804,5ce36742884ce40b80b9c888,Tue May 21 02:49:02 +0000 2019,"I had hoped to see #Modi critics sober down after #ExitPoll indications that people are not taken in by their hate &amp; #Intolerance. But, alas, they are still in destructive mode, unable to reconcile that they are not in sync with common citizens. Pl drop arrogance, elitist view.",0,1,0
778,805,5ce367aa884ce40b80b9c9c3,Tue May 21 02:51:13 +0000 2019,"@msisodia @ArvindKejriwal Since exit polls are showing massive win of BJP+ , opposition may have got spooky and so are trying to play these dirty tricks. And a party like yours can do anything for power. What if you are trying to covering any of your misc",1,1,1
779,806,5ce367b9884ce40b80b9c9f8,Tue May 21 02:51:25 +0000 2019,"@amitmehra Aha, The Hindu is the only reliable media? I am sure there are more 'independent' media outlets who can take up the cause. Which media withdrew its #ExitPoll? From what I heard only Axis pulled out their seat wise data, which was stupid to put ",0,1,0
780,807,5ce367ec884ce40b80b9caaf,Tue May 21 02:37:41 +0000 2019,"""North Indian voters are pliable, they are not as educated as the voters in the South, they listen to the media"" This is what the @INCIndia spokesperson had to say .. If these are the excuses that Congress and their minions are hiding behind then they will never learn. https://t.co/cBugLdiPEc",1,1,1
781,808,5ce368c0884ce40b80b9cd9b,Tue May 21 02:55:50 +0000 2019,"As expected opposition is doing the work in which they are the best. Trending #EVMHacking and blame EVM for their shit performance in the General Election..but didn't Syed Shuja @BJPsoldIndia say that let them change the EVM, he will still hack that from USA n make BJP lose.",0,1,0
782,809,5ce36b45884ce40b80b9d6a7,Tue May 21 03:06:38 +0000 2019,"@YRDeshmukh @NITINKML @sumanthraman @ECISVEEP Can you swear on oath and written\naffidavit that you will stop #ExitPoll in future if your polls are wrong on 23 May.\n\nAlso please confirm that your polls are not rigged , after so many discrepancies found ",2,0,0
783,810,5ce36c63884ce40b80b9dab9,Tue May 21 03:11:23 +0000 2019,"Opposition should either prove #EVMHacking or just keep their mouth shut. EVMs work perfectly when assembly elections take place in Chattisgarh,MP, Rajasthan, Punjab, Karnataka &amp; Delhi, why because in these states Congress/allies win. Where BJP wins,they start crying like babies.",1,1,1
784,811,5ce36e28884ce40b80b9e165,Tue May 21 03:18:47 +0000 2019,"Why Congress/Left/AAP taking so much time to digest the reality? Reality, That Indians have rejected them, they don't want to get into Jaat-Paat, Dalit-Brahmin,Hindu-Muzlim arthmatic. They want development, toilets, electricity, Gas, Houses and they got hopes with BJP\n#EVMHacking",1,1,1
785,812,5ce36e66884ce40b80b9e26c,Tue May 21 03:19:54 +0000 2019,"If u r saying BJP came in power by EVM hack in 2014 when congress is ruling... EC or Niti aayog Or Police,/paramilitary/Special forces and all govt servants are under congress govt still if you are blaming BJP did EVM hack so let me tell you one thing Hua toh hua #EVMHacking",1,1,1
786,813,5ce36ee7884ce40b80b9e464,Tue May 21 03:22:07 +0000 2019,"@karunanundy @IMA_Indian One aspect of these videos which is unclear is whether these EVMs were allowed to be taken into the strong rooms on being found the trucks? If the excuse is that they are reserve EVMs, why are they needed post elections inside the",0,1,0
787,814,5ce36fd8884ce40b80b9e821,Tue May 21 03:26:09 +0000 2019,Barber shops are gossip hubs. Modi is now beyond caste/religion &amp; has seeped deep into Indian consciousness. 3 Muslims sitting in the shop openly advocated another 5yr for him and admitted entire Muslim villages in UP have voted for Modi incl these guys. #ExitPoll2019 @pantlp,1,1,1
